"Candidate","House/Senate","State","District","Party","Status","ElectionYear","Gender","GenderVar","PercentWomen"
"MCDERMOTT, JAMES JOSEPH","H","WA","7","DEM","OPEN","2016","male","0","19.387755102040817","democrat"
"MCKELVEY, JAMES K","H","VA","5","REP","OPEN","2016","male","0","4.0","republican"
"MCKINLAY, MELISSA","H","FL","18","DEM","OPEN","2016","female","1","10.833333333333334","democrat"
"MCNULTY, TERRY J MR.","H","WI","8","REP","OPEN","2016","male","0","9.090909090909092","republican"
"MEER, EDWARD R","H","OH","8","REP","OPEN","2016","male","0","13.131313131313133","republican"
"MEHAFFEY, SAMUEL DAVID","H","TX","19","REP","OPEN","2016","male","0","8.666666666666668","republican"
"MELLON, ROBERT","H","IL","18","DEM","OPEN","2016","male","0","27.11864406779661","democrat"
"MELSON, MATT","H","OH","8","DEM","OPEN","2016","male","0","13.131313131313133","democrat"
"MICHAELS, BARRY","H","NV","3","DEM","OPEN","2016","male","0","21.428571428571427","democrat"
"MILLER, DARLENE","H","MN","2","REP","OPEN","2016","female","1","13.432835820895523","republican"
"MILLS, JOHN JOHN","H","TN","8","REP","OPEN","2016","male","0","9.090909090909092","republican"
"MILLS, MICHAEL P. JR","H","MS","1","REP","OPEN","2016","male","0","4.098360655737705","republican"
"MINNING, DENA MARIE DR. MD","H","FL","9","DEM","OPEN","2016","female","1","10.833333333333334","democrat"
"MITCHELL, PAUL III","H","MI","10","REP","OPEN","2016","male","0","8.181818181818182","republican"
"MIX, RICHARD","H","GA","3","REP","OPEN","2016","male","0","10.0","republican"
"MOONEY, PATRICK","H","FL","6","REP","OPEN","2016","male","0","12.5","republican"
"MOWERY, TOD","H","FL","18","REP","OPEN","2016","male","0","12.5","republican"
"MUSANTE, MARCUS","H","CA","44","DEM","OPEN","2016","male","0","13.750000000000002","democrat"
"MYERS, KIM","H","NY","22","DEM","OPEN","2016","male","0","24.666666666666668","democrat"
"MYHRA, PAMELA J","H","MN","2","REP","OPEN","2016","female","1","13.432835820895523","republican"
"NAUGHTON, SHAUGHNESSY","H","PA","8","DEM","OPEN","2016","male","0","6.896551724137931","democrat"
"NAVARRO, OMAR","H","CA","43","REP","OPEN","2016","male","0","10.0","republican"
"NEGRON, REBECCA","H","FL","18","REP","OPEN","2016","female","1","12.5","republican"
"NGUYEN, BAO QUOC","H","CA","46","DEM","OPEN","2016","female","1","13.750000000000002","democrat"
"NIGHTENHELSER, TODD ALAN","H","IN","3","DEM","OPEN","2016","male","0","12.0","democrat"
"NIKPOUR, NOELLE","H","FL","18","REP","OPEN","2016","female","1","12.5","republican"
"NOLAND, MICHAEL","H","IL","8","DEM","OPEN","2016","male","0","27.11864406779661","democrat"
"O'HALLERAN, TOM","H","AZ","1","DEM","OPEN","2016","male","0","18.333333333333332","democrat"
"OLIVAS, MIGUEL","H","AZ","1","DEM","OPEN","2016","male","0","18.333333333333332","democrat"
"ORTON, WILLIAM R. BILL","H","CA","44","DEM","OPEN","2016","male","0","13.750000000000002","democrat"
"OSBORNE, TOM","H","KY","1","DEM","OPEN","2016","male","0","10.0","democrat"
"OSHINS, JEFF","H","CA","24","DEM","OPEN","2016","male","0","13.750000000000002","democrat"
"OSTRANDER, WILLIAM","H","CA","24","DEM","OPEN","2016","male","0","13.750000000000002","democrat"
"PACE, JIM","H","GA","3","REP","OPEN","2016","male","0","10.0","republican"
"PALACIOS, JUAN SONNY JR","H","TX","15","DEM","OPEN","2016","male","0","10.666666666666668","democrat"
"PANETTA, JIMMY","H","CA","20","DEM","OPEN","2016","male","0","13.750000000000002","democrat"
"PAPE, MICHAEL J","H","KY","1","REP","OPEN","2016","male","0","8.0","republican"
"PAPPAS, GEORGE STEVE","H","FL","6","DEM","OPEN","2016","male","0","10.833333333333334","democrat"
"PARRISH, DON","H","TX","19","REP","OPEN","2016","male","0","8.666666666666668","republican"
"PARTAIN, JOHNNY RAY","H","TX","15","DEM","OPEN","2016","male","0","10.666666666666668","democrat"
"PATTY, BRANDON JOEL","H","FL","6","REP","OPEN","2016","male","0","12.5","republican"
"PAVLOV, PHILLIP S.","H","MI","10","REP","OPEN","2016","male","0","8.181818181818182","republican"
"PENA-MELNYK, JOSELINE A.","H","MD","4","DEM","OPEN","2016","female","1","25.53191489361702","democrat"
"PERKINS, BILL","H","NY","13","DEM","OPEN","2016","male","0","24.666666666666668","democrat"
"PERKINS, RANDY","H","FL","18","DEM","OPEN","2016","male","0","10.833333333333334","democrat"
"PETRI, SCOTT","H","PA","8","REP","OPEN","2016","male","0","11.330049261083744","republican"
"PFAFF, JAMES R","H","IN","9","REP","OPEN","2016","male","0","10.0","republican"
"PHILLIPS, GEORGE KARL MR","H","NY","22","REP","OPEN","2016","male","0","3.3333333333333335","republican"
"PIDOT, PHILIP MARTIN","H","NY","3","REP","OPEN","2016","male","0","3.3333333333333335","republican"
"PIRKLE, GREGORY D.","H","MS","1","REP","OPEN","2016","male","0","4.098360655737705","republican"
"POWELL, ADAM CLAYTON IV","H","NY","13","DEM","OPEN","2016","male","0","24.666666666666668","democrat"
"PRICE, AARON","H","NY","22","REP","OPEN","2016","male","0","3.3333333333333335","republican"
"QUINTANILLA, JOEL","H","TX","15","DEM","OPEN","2016","male","0","10.666666666666668","democrat"
"RAMIREZ HINOJOSA, RUBEN","H","TX","15","DEM","OPEN","2016","male","0","10.666666666666668","democrat"
"RANDOLPH, SUSANNAH","H","FL","9","DEM","OPEN","2016","female","1","10.833333333333334","democrat"
"RANGEL, RICARDO","H","FL","9","DEM","OPEN","2016","male","0","10.833333333333334","democrat"
"RANSOM, LISA RENEE","H","MD","4","DEM","OPEN","2016","female","1","25.53191489361702","democrat"
"RANTZ, AUGUST J IV","H","LA","3","REP","OPEN","2016","male","0","7.6190476190476195","republican"
"RASKIN, JAMIE","H","MD","8","DEM","OPEN","2016","female","1","25.53191489361702","democrat"
"RECHTZIGEL, GENE ALAN","H","MN","2","REP","OPEN","2016","male","0","13.432835820895523","republican"
"REDD, SHAWN MR.","H","AZ","1","REP","OPEN","2016","male","0","13.333333333333334","republican"
"REES, GROVER JOSEPH","H","LA","3","REP","OPEN","2016","male","0","7.6190476190476195","republican"
"REIGLE, HANS","H","DE","0","REP","OPEN","2016","male","0","4.878048780487805","republican"
"RENTAS, WANDA","H","FL","9","REP","OPEN","2016","female","1","12.5","republican"
"RIENTS, DONALD RAY","H","IL","18","REP","OPEN","2016","male","0","8.47457627118644","republican"
"ROBBINS, JOHN W","H","OH","8","REP","OPEN","2016","male","0","13.131313131313133","republican"
"ROBERSON, JOHN FORREST","H","IN","3","DEM","OPEN","2016","male","0","12.0","democrat"
"ROBERSON, MICHAEL","H","NV","3","REP","OPEN","2016","male","0","16.666666666666664","republican"
"ROBERTSON, GLEN CHARLES MR.","H","TX","19","REP","OPEN","2016","male","0","8.666666666666668","republican"
"ROCHESTER, LISA BLUNT","H","DE","0","DEM","OPEN","2016","female","1","17.073170731707318","democrat"
"ROGERS, WENDY","H","AZ","1","REP","OPEN","2016","female","1","13.333333333333334","republican"
"ROSA, ANGEL","H","PR","0","DEM","OPEN","2016","male","0"
"ROSEN, JACKY","H","NV","3","DEM","OPEN","2016","female","1","21.428571428571427","democrat"
"ROSS, HERMAN HENRY II","H","MS","1","REP","OPEN","2016","male","0","4.098360655737705","republican"
"ROTH, RICK","H","FL","18","REP","OPEN","2016","male","0","12.5","republican"
"RUBIN, JOEL MARTIN","H","MD","8","DEM","OPEN","2016","male","0","25.53191489361702","democrat"
"SALINAS, XAVIER MR.","H","TX","15","REP","OPEN","2016","male","0","8.666666666666668","republican"
"SANBORN, ALAN","H","MI","10","REP","OPEN","2016","male","0","8.181818181818182","republican"
"SANCHEZ, HEBERTO M","H","CA","46","DEM","OPEN","2016","male","0","13.750000000000002","democrat"
"SANTARSIERO, STEVEN J","H","PA","8","DEM","OPEN","2016","male","0","6.896551724137931","democrat"
"SANTIAGO, DAVID","H","FL","6","REP","OPEN","2016","male","0","12.5","republican"
"SBAIH, JESSE","H","NV","3","DEM","OPEN","2016","male","0","21.428571428571427","democrat"
"SCHNEIDER, HELENE","H","CA","24","DEM","OPEN","2016","female","1","13.750000000000002","democrat"
"SCHOTT, LYNN","H","CA","46","REP","OPEN","2016","female","1","10.0","republican"
"SCHRADER, THOMAS ALLEN","H","IN","3","DEM","OPEN","2016","male","0","12.0","democrat"
"SEROTA, DAN","H","NY","3","REP","OPEN","2016","male","0","3.3333333333333335","republican"
"SHACKLEFORD, WILLIAM M","H","OH","8","REP","OPEN","2016","male","0","13.131313131313133","republican"
"SHAVER, ROBERT MICHAEL","H","NY","21","REP","OPEN","2016","male","0","3.3333333333333335","republican"
"SHORT, BRYON HALL","H","DE","0","DEM","OPEN","2016","male","0","17.073170731707318","democrat"
"SHUDOFSKY, ARYEH","H","MD","8","REP","OPEN","2016","male","0","7.801418439716312","republican"
"SINGER, ALEX CHANNING","H","NV","3","DEM","OPEN","2016","male","0","21.428571428571427","democrat"
"SKOLNICK, SHELTON","H","MD","8","REP","OPEN","2016","male","0","7.801418439716312","republican"
"SMITH, DARIN DALE","H","WY","0","REP","OPEN","2016","male","0","13.333333333333334","republican"
"SMITH, MICHAEL","H","OH","8","REP","OPEN","2016","male","0","13.131313131313133","republican"
"SMUCKER, LLOYD K","H","PA","16","REP","OPEN","2016","male","0","11.330049261083744","republican"
"SOL-GUTIERREZ, ANA","H","MD","8","DEM","OPEN","2016","female","1","25.53191489361702","democrat"
"SOTO, DARREN","H","FL","9","DEM","OPEN","2016","male","0","10.833333333333334","democrat"
"SOUTHARD, FRED","H","OH","8","REP","OPEN","2016","male","0","13.131313131313133","republican"
"SPAIN, PAUL DOUGLAS MR.","H","FL","21","REP","OPEN","2016","male","0","12.5","republican"
"SPALDING, CARLA ARLENE","H","FL","18","REP","OPEN","2016","female","1","12.5","republican"
"SPURLINO, JIM","H","OH","8","REP","OPEN","2016","male","0","13.131313131313133","republican"
"STARR, MICHAEL BOB","H","TX","19","REP","OPEN","2016","male","0","8.666666666666668","republican"
"STERN, STEVEN","H","NY","3","DEM","OPEN","2016","male","0","24.666666666666668","democrat"
"STILWELL, JEFF","H","WA","7","DEM","OPEN","2016","male","0","19.387755102040817","democrat"
"STRAIT, TERENCE MICHAEL MR JR","H","MD","4","DEM","OPEN","2016","male","0","25.53191489361702","democrat"
"STRAW, ANDREW","H","IL","8","REP","OPEN","2016","male","0","8.47457627118644","republican"
"STUBSON, TIMOTHY MICHAEL","H","WY","0","REP","OPEN","2016","male","0","13.333333333333334","republican"
"SUOZZI, THOMAS MR","H","NY","3","DEM","OPEN","2016","male","0","24.666666666666668","democrat"
"SWEETEN, RANCE G RANDY","H","TX","15","DEM","OPEN","2016","male","0","10.666666666666668","democrat"
"TAGERT, MIKE","H","MS","1","REP","OPEN","2016","male","0","4.098360655737705","republican"
"TARKANIAN, DANNY","H","NV","3","REP","OPEN","2016","male","0","16.666666666666664","republican"
"TAYLOR, DWAYNE L","H","FL","6","DEM","OPEN","2016","male","0","10.833333333333334","democrat"
"TAYLOR, PRISCILLA ANN","H","FL","18","DEM","OPEN","2016","female","1","10.833333333333334","democrat"
"TAYLOR, SCOTT","H","VA","2","REP","OPEN","2016","male","0","4.0","republican"
"TEACHOUT, ZEPHYR","H","NY","19","DEM","OPEN","2016","female","1","24.666666666666668","democrat"
"TEIJEIRO, ANNETTE","H","NV","3","REP","OPEN","2016","female","1","16.666666666666664","republican"
"TENNEY, CLAUDIA","H","NY","22","REP","OPEN","2016","female","1","3.3333333333333335","republican"
"THERRIEN, DAVID","H","MD","4","REP","OPEN","2016","male","0","7.801418439716312","republican"
"THOMAS, BRIAN","H","PA","8","REP","OPEN","2016","male","0","11.330049261083744","republican"
"THOMAS, WILLIAM JOSEPH","H","IN","9","DEM","OPEN","2016","male","0","12.0","democrat"
"THORNTON, ALVIN","H","MD","4","DEM","OPEN","2016","male","0","25.53191489361702","democrat"
"TOM, KIP E","H","IN","3","REP","OPEN","2016","male","0","10.0","republican"
"TOWNSEND, BRYAN","H","DE","0","DEM","OPEN","2016","male","0","17.073170731707318","democrat"
"TRONE, DAVID","H","MD","8","DEM","OPEN","2016","male","0","25.53191489361702","democrat"
"TROTTA, ROBERT MR.","H","NY","3","REP","OPEN","2016","male","0","3.3333333333333335","republican"
"TURNER, INGRID","H","MD","4","DEM","OPEN","2016","female","1","25.53191489361702","democrat"
"TYRREL, CHARLES T.","H","WY","0","REP","OPEN","2016","male","0","13.333333333333334","republican"
"VILLARREAL, RUBEN OSCAR MR.","H","TX","15","REP","OPEN","2016","male","0","8.666666666666668","republican"
"WALKER, KIMBERLY H MS","H","FL","13","DEM","OPEN","2016","female","1","10.833333333333334","democrat"
"WALKINSHAW, BRADY PINERO","H","WA","7","DEM","OPEN","2016","male","0","19.387755102040817","democrat"
"WALTZ, DARRYL BRENT JR","H","IN","9","REP","OPEN","2016","male","0","10.0","republican"
"WARREN, ANDREW L","H","PA","8","REP","OPEN","2016","male","0","11.330049261083744","republican"
"WARREN, DERENDA","H","TX","19","REP","OPEN","2016","female","1","8.666666666666668","republican"
"WEGMAN, GARY","H","PA","16","DEM","OPEN","2016","male","0","6.896551724137931","democrat"
"WELLS, STEVEN M","H","NY","22","REP","OPEN","2016","male","0","3.3333333333333335","republican"
"WESTLEY, TIMMY LEE","H","TX","15","REP","OPEN","2016","male","0","8.666666666666668","republican"
"WHITE, KEVIN FRANCIS LT COL","H","OH","8","REP","OPEN","2016","male","0","13.131313131313133","republican"
"WHITED, JOE","H","VA","5","REP","OPEN","2016","male","0","4.0","republican"
"WHITWELL, ROBERT QUENTIN JR","H","MS","1","REP","OPEN","2016","male","0","4.098360655737705","republican"
"WILLIAMS, CLYDE EDWARD JR.","H","NY","13","DEM","OPEN","2016","male","0","24.666666666666668","democrat"
"WILLIAMS, PAUL IVORY","H","TX","15","DEM","OPEN","2016","male","0","10.666666666666668","democrat"
"WOOLEY, GEORGE","H","OH","8","REP","OPEN","2016","male","0","13.131313131313133","republican"
"WRIGHT, KEITH L T","H","NY","13","DEM","OPEN","2016","male","0","24.666666666666668","democrat"
"XUNA, JOHN (AKA JUAN)","H","FL","18","DEM","OPEN","2016","male","0","10.833333333333334","democrat"
"YANDIK, WILL","H","NY","19","DEM","OPEN","2016","male","0","24.666666666666668","democrat"
"YODER, SHELLI","H","IN","9","DEM","OPEN","2016","female","1","12.0","democrat"
"ZALCMAN, MARK H MR.","H","IL","18","REP","OPEN","2016","male","0","8.47457627118644","republican"
"ZINN, WALTER H","H","MS","1","DEM","OPEN","2016","male","0","9.01639344262295","democrat"
"ZOELLER, GREGORY FRANCIS MR.","H","IN","9","REP","OPEN","2016","male","0","10.0","republican"
